ticker,tenor_months,target_date,expiration,fetched_at_utc,underlying_last,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,mid,spread_abs,spread_pct,adjusted_mid
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,163911168,2025-01-02,6900.0,,238.9,244.1,,,1,754,0.13975,False,REGULAR,USD,call,241.5,5.199999999999989,0.0215320910973084,241.5
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,166004016,2024-12-31,6950.0,,221.4,226.5,,,0,2001,0.138093,False,REGULAR,USD,call,223.95,5.099999999999994,0.0227729403884795,223.95
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,143493874,2025-01-02,7000.0,,204.9,209.8,,,42,6103,0.136512,False,REGULAR,USD,call,207.35,4.900000000000006,0.0236315408729202,207.35
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,166004017,2024-12-31,7050.0,,189.2,194.0,,,0,2000,0.134976,False,REGULAR,USD,call,191.6,4.800000000000011,0.0250521920668059,191.6
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,163911169,2024-12-31,7100.0,,174.4,179.1,,,0,143,0.133504,False,REGULAR,USD,call,176.75,4.699999999999989,0.0265912305516265,176.75
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,166004018,2025-01-02,7150.0,,160.5,165.1,,,900,805,0.132104,False,REGULAR,USD,call,162.8,4.599999999999994,0.0282555282555282,162.8
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,143493875,2024-12-30,7200.0,,147.5,151.7,,,0,2380,0.130724,False,REGULAR,USD,call,149.6,4.199999999999989,0.0280748663101603,149.6
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,166004019,2025-01-02,7250.0,,135.3,139.4,,,900,771,0.129449,False,REGULAR,USD,call,137.35000000000002,4.099999999999994,0.0298507462686566,137.35000000000002
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,166004020,2024-12-12,7300.0,,123.9,128.0,,,0,308,0.12825,False,REGULAR,USD,call,125.95,4.099999999999994,0.0325526002381897,125.95
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,143493876,2024-12-27,7400.0,,103.5,107.4,,,0,1707,0.126026,False,REGULAR,USD,call,105.45,3.9000000000000057,0.0369843527738265,105.45
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,166004021,2024-12-31,7500.0,,86.0,87.0,,,0,171,0.123395,False,REGULAR,USD,call,86.5,1.0,0.0115606936416184,86.5
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,143493877,2025-01-02,7600.0,,71.2,72.1,,,29,702,0.121649,False,REGULAR,USD,call,71.65,0.8999999999999915,0.0125610607117933,71.65
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,166004022,2025-01-02,7700.0,,58.6,59.6,,,30,83,0.120102,False,REGULAR,USD,call,59.1,1.0,0.0169204737732656,59.1
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,143493878,2025-01-02,7800.0,,48.2,51.4,,,2,1308,0.119538,False,REGULAR,USD,call,49.8,3.199999999999996,0.0642570281124497,49.8
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,166004023,2024-12-12,7900.0,,39.5,42.6,,,0,31,0.118464,False,REGULAR,USD,call,41.05,3.1000000000000014,0.0755176613885506,41.05
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,143930702,,800.0,,5036.0,5116.0,,,0,0,0.92921,True,REGULAR,USD,call,5076.0,80.0,0.0157604412923561,5076.0
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,143493879,2024-12-24,8000.0,,32.8,35.0,,,0,10512,0.117649,False,REGULAR,USD,call,33.9,2.200000000000003,0.0648967551622419,33.9
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,143493880,2024-12-27,8200.0,,22.2,24.3,,,0,652,0.116615,False,REGULAR,USD,call,23.25,2.1000000000000014,0.0903225806451613,23.25
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,143493881,2025-01-02,8400.0,,15.3,17.2,,,2,230,0.116402,False,REGULAR,USD,call,16.25,1.8999999999999984,0.1169230769230768,16.25
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,143493882,2024-11-21,8600.0,,10.8,12.5,,,0,421,0.116892,False,REGULAR,USD,call,11.65,1.6999999999999993,0.1459227467811158,11.65
